,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
955,2018-04-28 11:15:05+00:00,Slightly,Not at all,Slightly,Not at all,I just played for the first time,17,Female,Slightly,Not at all,Until the end of high school,Rarely,No,Yes,Moderately,Gather nanobots,RNA sequences,Ampicillin,PR,PR,Plasmid,TER,None of these,RBS,None of these,TER,CDS,RBS,PR,CDS,RBS,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,It makes it possible to move faster,It generates antibiotic resistance,The bricks are not well-ordered,I don't know,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,"Under blue light, all the time",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,790aa0f9-c3f6-4153-8ff6-a337e65a51cc,fr,posttest
956,2018-04-28 11:15:20+00:00,A lot,A lot,A lot,A lot,I just played for the first time,13,Female,Moderately,Slightly,Not even in middle school,Moderately,No,Yes,Moderately,Edit the DNA of the bacterium,Amino-acids,Terminator,I don't know,RBS,TER,I don't know,None of these,Plasmid,PR,TER,RBS,Plasmid,I don't know,TER,Plasmid,It generates antibiotic resistance,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,The bricks are not well-ordered,It generates green fluorescence,I don't know,I don't know,"Under blue light, all the time",The bacterium dies,I don't know,,53e70c1c-3ff2-4849-80e5-738c969ce998,fr,posttest
957,2018-04-28 11:16:24+00:00,Moderately,A lot,Slightly,A lot,I just played for the first time,71,Prefer not to say,Slightly,Slightly,At least until master's degree,Not at all,"Yes, and I know what it means",Yes,Moderately,I don't know,I don't know,Ampicillin,Plasmid,TER,PR,RBS,TER,PR,I don't know,I don't know,Plasmid,I don't know,CDS,PR,I don't know,It makes it possible to move faster,It makes it possible to move faster,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,The bricks are not well-ordered,"In front of the doors, when the GFP device is equipped",I don't know,It is active only in arabinose clouds,,f48b03e1-0f7d-49e4-acb0-504299ff41e1,fr,posttest
958,2018-04-28 11:34:35+00:00,Slightly,Moderately,A lot,A lot,No / not yet,12,Male,A lot,Moderately,Not even in middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,TER,Plasmid,I don't know,TER,I don't know,I don't know,I don't know,PR,I don't know,CDS,PR,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,2ec42361-423e-4cfd-b7f6-9110a62617b8,fr,pretest
960,2018-04-28 12:25:55+00:00,Extremely,Extremely,A lot,Extremely,I just played for the first time,12,Male,A lot,Moderately,Not even in middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Extremely,Edit the DNA of the bacterium,RNA sequences,I don't know,Plasmid,I don't know,PR,I don't know,None of these,CDS,I don't know,I don't know,PR,I don't know,I don't know,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"In front of the doors, when the GFP device is equipped",The bacterium glows,I don't know,se jeux jeux ma beaucoup plus ,2ec42361-423e-4cfd-b7f6-9110a62617b8,fr,posttest
961,2018-04-28 12:36:05+00:00,A lot,Moderately,A lot,A lot,No / not yet,14,Male,Extremely,A lot,Until the end of middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,b6d0502a-420d-435e-8b7a-9b42106ca5b4,fr,pretest
963,2018-04-28 13:04:44+00:00,A lot,A lot,Not at all,A lot,No / not yet,31,Male,Moderately,Moderately,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,d2357cde-2d0f-4e41-8e7e-8dc0f5b9f05b,fr,pretest
964,2018-04-28 13:05:18+00:00,Extremely,Moderately,Moderately,Extremely,No / not yet,33,Female,Not at all,Extremely,Until the end of high school,Not at all,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Plasmid,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,49eacabd-da6f-4105-92c8-56358bf5760a,fr,pretest
965,2018-04-28 13:09:38+00:00,Slightly,Moderately,A lot,A lot,No / not yet,10,Male,Moderately,Slightly,Not even in middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,90ad99ba-0ced-4bc4-9cfa-89ff2b00a4f2,fr,pretest
966,2018-04-28 13:20:58+00:00,A lot,A lot,Extremely,Moderately,I just played for the first time,14,Male,Extremely,A lot,Until the end of middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,I don't know,None of these,TER,PR,RBS,TER,I don't know,I don't know,I don't know,I don't know,CDS,RBS,Plasmid,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,I don't know,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,Des aides en plus du tutoriel pourrait je pense aider à progresser plus vite,b6d0502a-420d-435e-8b7a-9b42106ca5b4,fr,posttest
967,2018-04-28 13:25:22+00:00,A lot,A lot,A lot,Moderately,No / not yet,24,Female,Moderately,A lot,Until the end of high school,Not at all,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ea98662e-4a20-482e-8b06-29e07d7f70ac,fr,pretest
968,2018-04-28 13:25:58+00:00,Moderately,Moderately,Slightly,Moderately,No / not yet,27,Female,Not at all,Not at all,Until the end of high school,Not at all,No,Yes,Not applicable: not played yet,Divide the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,3f719697-7ae0-4a33-8d80-e628de2af720,fr,pretest
969,2018-04-28 13:33:28+00:00,Moderately,Slightly,Not at all,Moderately,I just played for the first time,31,Male,Moderately,Moderately,Until the end of high school,Rarely,No,Yes,A bit,Edit the DNA of the bacterium,Proteins,Ampicillin,I don't know,I don't know,Plasmid,I don't know,TER,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,I don't know,Flagella quickly disappear one by one,I don't know,"Gameplay sympa (quoique long à comprendre, j'ai passé 20 minutes avec les touches du clavier avant de me rendre compte que l'on pouvait cliquer pour se déplacer) et construction de niveaux intéressante.

Par contre on suit le tuto initial sans vraiment comprendre, car il est très rapide et ne pose pas les bases de la construction génétique. Et après on est complètement perdus dans les possibilités de construction.
Cela donne l'impression d'être fait pour des personnes déjà spécialistes voulant renforcer leurs connaissances, mais pas pour transmettre à des néophytes (on ne commence pas par les bases, ou celles-ci ont des prérequis assez élevés qu'un bac S ne suffit pas à avoir). On explique très peu les choses et la progression me paraît trop rapide (j'ai été bloqué et je suppose que c'est parce qu'il me manquait un élément à construire, mais je ne sais pas lequel). j'aurais aimé plusieurs tutos, sur lesquels je puisse revenir lorsque je bloque, histoire d'avoir à la fois le jeu rapide pour ceux qui sont à l'aise, et la possibilité de retourner à l'""école"" pour ceux qui comme moi en ont besoin.

Un point également en construction de niveau: j'ai été presque bloqué à un passage où pousser une pierre me donnait accès à une zone intermédiaire de laquelle je pouvais repousser la même pierre pour donner accès à un couloir, mais il était difficile d'accéder à cette autre côté de la pierre.

Reste que l'intention est très louable, continuez et bonne chance !",d2357cde-2d0f-4e41-8e7e-8dc0f5b9f05b,fr,posttest
970,2018-04-28 13:37:27+00:00,Extremely,Moderately,Not at all,Extremely,I just played for the first time,33,Female,Not at all,Extremely,Until the end of high school,Not at all,No,Yes,A bit,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",The bacterium glows,I don't know,,49eacabd-da6f-4105-92c8-56358bf5760a,fr,posttest
971,2018-04-28 13:45:47+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,24,Male,A lot,Moderately,Until the end of middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,41ee4341-c08e-44eb-a362-79f3d2dc1e7a,fr,pretest
972,2018-04-28 13:46:51+00:00,Moderately,Moderately,A lot,Extremely,No / not yet,23,Female,Slightly,Slightly,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,RBS,I don't know,CDS,I don't know,TER,I don't know,I don't know,I don't know,CDS,I don't know,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,d83fa47e-5d89-405d-baf9-ea6123fe6667,fr,pretest
973,2018-04-28 13:53:18+00:00,A lot,Moderately,A lot,A lot,I just played for the first time,10,Male,Moderately,Slightly,Not even in middle school,Moderately,No,Yes,A lot,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,TER,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,90ad99ba-0ced-4bc4-9cfa-89ff2b00a4f2,fr,posttest
974,2018-04-28 13:55:20+00:00,A lot,A lot,A lot,Moderately,I just played for the first time,24,Female,Moderately,A lot,Until the end of high school,Not at all,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,I don't know,I don't know,TER,I don't know,I don't know,I don't know,I don't know,RBS,PR,I don't know,Plasmid,I don't know,I don't know,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates antibiotic resistance,I don't know,It generates green fluorescence,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",The bacterium glows,It produces nothing since it induces itself,,ea98662e-4a20-482e-8b06-29e07d7f70ac,fr,posttest
975,2018-04-28 14:02:07+00:00,Slightly,Slightly,Not at all,Slightly,I just played for the first time,27,Female,Not at all,Not at all,Until the end of high school,Not at all,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Terminator,RBS,PR,I don't know,I don't know,TER,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,Plasmid,CDS,The bricks are not well-ordered,It makes it possible to move faster,I don't know,It generates green fluorescence,The bricks are not well-ordered,It generates antibiotic resistance,I don't know,It makes it possible to move faster,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,3f719697-7ae0-4a33-8d80-e628de2af720,fr,posttest
976,2018-04-28 14:14:25+00:00,Moderately,Moderately,Moderately,Moderately,I just played for the first time,24,Male,A lot,Moderately,Until the end of middle school,Moderately,No,Yes,A bit,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,I don't know,I don't know,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,41ee4341-c08e-44eb-a362-79f3d2dc1e7a,fr,posttest
977,2018-04-28 14:21:43+00:00,Moderately,Moderately,Slightly,Extremely,I just played for the first time,23,Female,Slightly,Slightly,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,None of these,PR,None of these,TER,CDS,None of these,CDS,CDS,None of these,None of these,None of these,None of these,I don't know,I don't know,It generates green fluorescence,It generates green fluorescence,I don't know,It makes it possible to move faster,I don't know,I don't know,I don't know,Flagella quickly disappear one by one,I don't know,,d83fa47e-5d89-405d-baf9-ea6123fe6667,fr,posttest
979,2018-04-28 14:28:46+00:00,Extremely,A lot,Moderately,Moderately,No / not yet,20,Female,Moderately,Slightly,Until the end of middle school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,eecce316-f019-4ee4-bb9c-008e07f6abe0,fr,pretest
981,2018-04-28 14:35:04+00:00,A lot,A lot,Moderately,A lot,No / not yet,26,Male,Slightly,Not at all,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,b4481eec-2035-484f-b46b-ee83c60d14e2,fr,pretest
984,2018-04-28 15:10:16+00:00,A lot,A lot,Moderately,A lot,I just played for the first time,26,Male,Slightly,Not at all,Until the end of high school,Rarely,No,Yes,Moderately,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,TER,PR,RBS,TER,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,Plasmid,PR,The bricks are not well-ordered,I don't know,I don't know,It generates green fluorescence,I don't know,It generates green fluorescence,I don't know,It generates green fluorescence,"In front of the doors, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",j'ai dû interrompre le jeu en cours de route,b4481eec-2035-484f-b46b-ee83c60d14e2,fr,posttest
987,2018-04-28 15:15:18+00:00,A lot,A lot,A lot,Moderately,No / not yet,21,Female,Moderately,Slightly,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,2c4c578d-86f6-4e39-9780-35567ddaf646,fr,pretest
988,2018-04-28 15:19:05+00:00,A lot,Moderately,Moderately,Extremely,No / not yet,23,Male,Slightly,Slightly,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,32b07cb9-6c3f-464f-8fa4-9022349df5cf,fr,pretest
989,2018-04-28 15:27:27+00:00,Moderately,Moderately,Moderately,Moderately,I just played for the first time,20,Female,Moderately,Slightly,Until the end of middle school,A lot,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Arabinose,Plasmid,TER,TER,RBS,TER,None of these,RBS,CDS,None of these,I don't know,I don't know,PR,None of these,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,eecce316-f019-4ee4-bb9c-008e07f6abe0,fr,posttest
992,2018-04-28 15:40:14+00:00,A lot,A lot,Extremely,Extremely,No / not yet,33,Male,Extremely,Slightly,Until the end of high school,Extremely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,630a3eb3-2034-491d-94ac-8a8804b5fc8b,fr,pretest
994,2018-04-28 16:11:54+00:00,A lot,A lot,A lot,Moderately,I just played for the first time,21,Female,Moderately,Slightly,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Arabinose,I don't know,TER,I don't know,I don't know,TER,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,Plasmid,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,It generates green fluorescence,"Under blue light, when the GFP device is equipped",I don't know,I don't know,,2c4c578d-86f6-4e39-9780-35567ddaf646,fr,posttest
995,2018-04-28 16:18:59+00:00,A lot,Moderately,Moderately,Extremely,I just played for the first time,23,Male,Slightly,Slightly,Until the end of high school,Moderately,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,None of these,TER,PR,None of these,TER,None of these,None of these,CDS,None of these,None of these,None of these,Plasmid,PR,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,32b07cb9-6c3f-464f-8fa4-9022349df5cf,fr,posttest
996,2018-04-28 16:26:41+00:00,A lot,A lot,Extremely,Extremely,I just played for the first time,33,Male,Extremely,Slightly,Until the end of high school,Extremely,No,Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Arabinose,I don't know,I don't know,CDS,I don't know,TER,I don't know,I don't know,I don't know,PR,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,630a3eb3-2034-491d-94ac-8a8804b5fc8b,fr,posttest
